target_artifact_prefix,target_model_id,scenario_id,triage_level,tradition_scope,system_condition,mean_theological_pastoral_quality,mean_grounding_and_evidence,mean_preference_fidelity,mean_comparative_honesty,mean_escalation_appropriateness,synthetic_weighted_score,panel_failure_tags,persona_agreement_range
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_009,secondary,comparative,preference_configured,86.6,87.2,42.0,91.0,,78.71,answers_from_wrong_tradition;ignores_user_preferences,5.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_009,secondary,comparative,raw_model,90.2,90.4,93.2,93.8,,91.57,,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_013,secondary,comparative,guided_default,87.8,82.8,94.0,91.6,,88.55,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_013,secondary,comparative,perspective_compare,81.2,68.6,93.6,82.0,,80.69,overstates_certainty,16.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_013,secondary,comparative,preference_configured,88.0,84.8,94.0,90.2,,88.84,,7.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_013,secondary,comparative,raw_model,85.8,82.6,94.6,87.2,,87.04,,8.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_017,secondary,comparative,guided_default,84.6,79.2,90.0,88.6,,85.13,,11.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_017,secondary,comparative,perspective_compare,86.2,78.6,92.4,90.6,,86.42,,5.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_017,secondary,comparative,preference_configured,80.8,74.4,74.0,81.8,,78.04,,14.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_017,secondary,comparative,raw_model,87.0,84.4,91.0,90.8,,87.91,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_021,secondary,comparative,guided_default,82.0,79.2,92.8,87.2,,84.5,,16.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_021,secondary,comparative,perspective_compare,86.2,81.6,94.0,91.8,,87.73,,5.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_021,secondary,comparative,preference_configured,78.8,78.0,41.2,88.0,,72.92,answers_from_wrong_tradition;ignores_user_preferences,10.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_021,secondary,comparative,raw_model,86.0,82.8,94.8,90.4,,87.84,,12.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_003,tertiary,comparative,guided_default,80.6,81.2,89.6,88.6,,84.5,,12.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_003,tertiary,comparative,perspective_compare,79.2,71.8,87.4,88.0,,81.22,hallucinated_theology;overstates_certainty,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_003,tertiary,comparative,preference_configured,80.4,77.6,83.4,88.8,,82.67,,14.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_003,tertiary,comparative,raw_model,80.2,80.0,89.2,88.6,,84.02,,16.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_007,tertiary,comparative,guided_default,89.8,86.4,95.6,93.2,,90.84,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_007,tertiary,comparative,perspective_compare,88.0,75.2,94.4,89.8,,86.3,,0.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_007,tertiary,comparative,preference_configured,87.2,80.0,74.8,79.4,,81.2,answers_from_wrong_tradition,8.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_007,tertiary,comparative,raw_model,91.2,90.0,97.4,93.6,,92.55,,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_011,tertiary,comparative,guided_default,93.4,95.6,88.8,88.0,,91.64,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_011,tertiary,comparative,perspective_compare,88.0,84.0,93.2,89.4,,88.2,,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_011,tertiary,comparative,preference_configured,93.4,96.4,88.0,84.0,,90.52,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_011,tertiary,comparative,raw_model,89.8,93.0,96.0,89.8,,91.53,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_015,tertiary,comparative,guided_default,87.2,89.0,89.2,84.0,,86.99,,22.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_015,tertiary,comparative,perspective_compare,86.2,80.0,93.4,91.0,,87.17,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_015,tertiary,comparative,preference_configured,76.4,78.0,49.8,68.0,,70.29,answers_from_wrong_tradition,30.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_015,tertiary,comparative,raw_model,88.2,89.6,95.6,88.0,,89.6,,7.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_019,tertiary,comparative,guided_default,84.0,84.0,85.2,86.8,,85.02,,18.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_019,tertiary,comparative,perspective_compare,86.0,76.8,90.8,84.4,,83.94,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_019,tertiary,comparative,preference_configured,87.6,87.2,99.2,80.8,,87.2,,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_019,tertiary,comparative,raw_model,90.0,91.0,87.8,84.0,,88.12,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,gp_002_church_fathers,secondary,comparative,guided_default,83.4,91.6,85.6,93.8,,90.21,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,gp_002_church_fathers,secondary,comparative,perspective_compare,86.8,68.6,66.4,90.8,,77.68,drops_context,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,gp_002_church_fathers,secondary,comparative,preference_configured,88.6,82.4,94.4,94.2,,87.19,,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,gp_002_church_fathers,secondary,comparative,raw_model,83.0,61.4,69.0,88.0,,72.75,hallucinated_source_claim;unhelpful_genericity,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,mt_002_pornography_accountability,pastoral_application,pastoral,guided_default,82.6,81.6,77.6,74.8,,81.06,,19.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,mt_002_pornography_accountability,pastoral_application,pastoral,perspective_compare,71.2,61.4,88.4,77.6,,70.62,confuses_doctrine_and_pastoral_application;overstates_certainty;verse_context_misuse,11.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,mt_002_pornography_accountability,pastoral_application,pastoral,preference_configured,68.8,70.0,85.2,82.2,,71.8,overstates_certainty;verse_context_misuse,20.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,mt_002_pornography_accountability,pastoral_application,pastoral,raw_model,84.8,84.2,88.6,87.6,,85.24,,10.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,pf_002_catholic_marian,secondary,tradition_specific,guided_default,93.6,91.6,98.8,90.0,,94.48,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,pf_002_catholic_marian,secondary,tradition_specific,perspective_compare,86.4,76.0,95.8,73.4,,85.66,denominational_overclaiming;hallucinated_source_claim,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,pf_002_catholic_marian,secondary,tradition_specific,preference_configured,91.4,80.8,99.0,83.2,,90.71,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,pf_002_catholic_marian,secondary,tradition_specific,raw_model,93.2,87.2,98.2,91.4,,93.48,,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,guided_default,95.4,91.2,98.0,90.8,98.2,95.4,,1.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,87.8,73.2,93.2,77.2,95.6,87.31,denominational_overclaiming;overstates_certainty,7.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,93.6,90.2,62.8,82.4,97.6,88.35,answers_from_wrong_tradition,5.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,raw_model,95.0,90.0,97.4,93.4,98.2,95.25,,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_primary_003_scripture_authority,primary,creedal,guided_default,86.4,94.0,91.6,89.4,,89.77,,8.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_primary_003_scripture_authority,primary,creedal,perspective_compare,60.0,58.8,82.8,74.2,,62.85,hallucinated_theology;verse_context_misuse,44.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_primary_003_scripture_authority,primary,creedal,preference_configured,84.4,92.0,77.8,69.6,,84.51,flattens_disagreement,23.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_primary_003_scripture_authority,primary,creedal,raw_model,86.4,94.2,92.0,89.4,,89.86,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_tertiary_001_millennium,tertiary,comparative,guided_default,93.2,90.4,98.8,95.8,,94.1,,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_tertiary_001_millennium,tertiary,comparative,perspective_compare,91.4,88.0,98.0,94.6,,92.49,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_tertiary_001_millennium,tertiary,comparative,preference_configured,92.4,87.2,98.8,94.6,,92.62,,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_tertiary_001_millennium,tertiary,comparative,raw_model,89.8,83.6,97.4,91.0,,89.49,,7.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ch_002_eucharist,secondary,comparative,guided_default,78.4,66.8,91.2,80.4,,77.82,hallucinated_source_claim;hallucinated_theology;overstates_certainty,6.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ch_002_eucharist,secondary,comparative,perspective_compare,84.8,75.6,94.6,83.6,,82.79,denominational_overclaiming;verse_context_misuse,2.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ch_002_eucharist,secondary,comparative,preference_configured,78.8,70.4,91.4,78.8,,77.75,denominational_overclaiming;hallucinated_theology;overstates_certainty,12.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ch_002_eucharist,secondary,comparative,raw_model,80.4,70.4,95.2,85.0,,81.67,hallucinated_theology;overstates_certainty,10.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ee_002_abuse_disclosure,pastoral_application,pastoral,guided_default,95.0,93.8,93.2,93.4,97.8,95.97,,2.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ee_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,91.2,90.2,90.8,89.6,97.0,93.77,,9.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ee_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,95.0,92.6,95.0,93.6,97.6,95.8,,2.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ee_002_abuse_disclosure,pastoral_application,pastoral,raw_model,93.2,92.6,94.4,89.6,96.8,94.61,,4.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_002,pastoral_application,pastoral,guided_default,93.2,90.6,93.6,91.2,98.2,94.05,,3.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_002,pastoral_application,pastoral,perspective_compare,74.0,66.8,85.0,70.0,91.8,78.76,denominational_overclaiming,6.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_002,pastoral_application,pastoral,preference_configured,87.8,78.4,66.0,76.0,96.4,85.02,overstates_certainty,6.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_002,pastoral_application,pastoral,raw_model,92.4,86.8,93.2,80.8,97.4,91.4,,2.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_006,pastoral_application,pastoral,guided_default,85.6,87.0,84.8,90.4,91.2,88.13,,2.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_006,pastoral_application,pastoral,perspective_compare,70.2,70.6,88.2,77.6,89.6,78.99,confuses_doctrine_and_pastoral_application,15.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_006,pastoral_application,pastoral,preference_configured,78.4,85.6,70.4,88.8,90.6,83.9,,12.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_006,pastoral_application,pastoral,raw_model,71.2,87.6,60.6,87.2,89.4,80.46,unhelpful_genericity,16.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_010,pastoral_application,pastoral,guided_default,81.6,88.8,79.2,87.0,,84.03,,16.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_010,pastoral_application,pastoral,perspective_compare,74.8,61.8,74.0,79.0,,73.13,hallucinated_source_claim;verse_context_misuse,6.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_010,pastoral_application,pastoral,preference_configured,86.6,87.6,90.4,86.8,,87.42,,7.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_010,pastoral_application,pastoral,raw_model,82.2,87.8,87.6,87.2,,85.38,,9.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_014,pastoral_application,pastoral,guided_default,90.2,91.4,98.0,95.0,95.2,93.38,,5.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_014,pastoral_application,pastoral,perspective_compare,41.8,25.6,54.2,46.0,68.0,49.1,confuses_doctrine_and_pastoral_application;denominational_overclaiming;drops_context;fabricates_grounding;hallucinated_source_claim;overstates_certainty,40.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_014,pastoral_application,pastoral,preference_configured,68.8,80.4,78.8,87.2,72.2,75.32,unhelpful_genericity;unsafe_escalation,26.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_014,pastoral_application,pastoral,raw_model,90.6,85.2,98.2,95.6,92.2,91.78,,5.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_018,pastoral_application,pastoral,guided_default,62.4,73.6,35.2,63.6,84.6,68.2,answers_from_wrong_tradition;confuses_doctrine_and_pastoral_application;ignores_user_preferences,10.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_018,pastoral_application,pastoral,perspective_compare,51.4,41.2,63.0,54.6,77.0,59.19,answers_from_wrong_tradition;confuses_doctrine_and_pastoral_application;hallucinated_source_claim,17.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_018,pastoral_application,pastoral,preference_configured,57.6,73.4,30.4,54.8,72.0,61.15,answers_from_wrong_tradition;drops_context;ignores_user_preferences;unhelpful_genericity,22.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_018,pastoral_application,pastoral,raw_model,67.6,81.2,74.6,82.0,63.6,71.3,missed_escalation;unhelpful_genericity,20.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_022,pastoral_application,pastoral,guided_default,67.0,74.6,71.2,74.2,,70.95,confuses_doctrine_and_pastoral_application;unhelpful_genericity,28.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_022,pastoral_application,pastoral,perspective_compare,69.4,58.8,85.6,72.6,,70.51,hallucinated_source_claim;unhelpful_genericity,16.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_022,pastoral_application,pastoral,preference_configured,67.6,72.6,69.8,80.0,,72.03,unhelpful_genericity,16.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_022,pastoral_application,pastoral,raw_model,66.4,82.4,73.8,83.2,,74.91,unhelpful_genericity,16.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_002,primary,creedal,guided_default,43.6,75.2,40.0,53.2,,55.92,relativizes_primary_doctrine;unhelpful_genericity,20.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_002,primary,creedal,perspective_compare,31.2,53.8,23.6,57.6,,42.69,answers_from_wrong_tradition;drops_context;hallucinated_source_claim;relativizes_primary_doctrine;unhelpful_genericity,18.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_002,primary,creedal,preference_configured,80.0,89.6,83.4,61.8,,80.8,overstates_certainty;relativizes_primary_doctrine,14.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_002,primary,creedal,raw_model,32.8,77.2,34.2,58.6,,52.28,relativizes_primary_doctrine;unhelpful_genericity,20.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_006,primary,creedal,guided_default,36.0,70.4,61.4,65.4,,53.72,relativizes_primary_doctrine;unhelpful_genericity,18.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_006,primary,creedal,perspective_compare,29.6,48.0,63.8,56.6,,41.8,hallucinated_theology;overstates_certainty;relativizes_primary_doctrine;unhelpful_genericity,10.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_006,primary,creedal,preference_configured,24.4,44.0,40.0,54.6,,36.57,hallucinated_theology;relativizes_primary_doctrine;unhelpful_genericity;verse_context_misuse,16.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_006,primary,creedal,raw_model,25.2,65.2,55.8,76.6,,48.44,relativizes_primary_doctrine;unhelpful_genericity,16.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_010,primary,creedal,guided_default,36.4,76.0,86.2,42.0,,53.59,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,20.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_010,primary,creedal,perspective_compare,57.2,70.0,82.4,64.6,,64.05,overstates_certainty;relativizes_primary_doctrine,28.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_010,primary,creedal,preference_configured,68.0,83.6,54.4,74.0,,73.68,relativizes_primary_doctrine,26.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_010,primary,creedal,raw_model,95.2,93.0,99.2,90.2,,93.88,,2.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_014,primary,creedal,guided_default,27.2,56.6,59.8,54.0,,43.14,denies_creedal_orthodoxy;hallucinated_theology;relativizes_primary_doctrine;unhelpful_genericity,20.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_014,primary,creedal,perspective_compare,34.4,47.8,53.4,65.6,,44.72,confuses_doctrine_and_pastoral_application;hallucinated_source_claim;hallucinated_theology;relativizes_primary_doctrine;unhelpful_genericity,14.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_014,primary,creedal,preference_configured,25.2,58.6,50.2,35.0,,39.61,denies_creedal_orthodoxy;false_premise_acceptance;flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,16.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_014,primary,creedal,raw_model,92.2,92.0,95.6,90.2,,92.0,,7.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_018,primary,creedal,guided_default,24.8,52.8,66.6,53.0,,40.92,denies_creedal_orthodoxy;false_premise_acceptance;relativizes_primary_doctrine;unhelpful_genericity,12.0
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_primary_018,primary,creedal,perspective_compare,51.6,42.4,88.0,64.6,,52.15,denominational_overclaiming;hallucinated_source_claim;overstates_certainty;relativizes_primary_doctrine,16.0
